"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High,566,283,50.00,NA,487,535,482,1505,152,53.71,NA,NA
43,69468,4330569,Santa Clara,Fremont Union High,Community Day,2,,.,NA,,,,,,,NA,NA
43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,444,328,73.87,NA,576,646,603,1825,280,85.37,NA,NA
43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,499,227,45.49,NA,506,544,509,1559,122,53.74,NA,NA
43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,541,379,70.06,NA,582,632,596,1810,311,82.06,NA,NA
43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,463,425,91.79,NA,624,693,647,1964,395,92.94,NA,NA
43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,576,515,89.41,NA,623,689,648,1959,481,93.40,NA,NA
43,69484,0114496,Santa Clara,Gilroy Unified,Dr. T. J. Owens Gilroy Early College Aca,54,45,83.33,NA,534,507,527,1568,26,57.78,NA,NA
43,69484,0118380,Santa Clara,Gilroy Unified,Christopher High,1,,.,NA,,,,,,,NA,NA
43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,572,209,36.54,NA,491,491,494,1476,86,41.15,NA,NA
43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High,154,,.,NA,,,,,,,NA,NA
43,69534,4334371,Santa Clara,Los Gatos-Saratoga Joint Union,Los Gatos High,422,296,70.14,NA,575,611,581,1766,244,82.43,NA,NA
43,69534,4337762,Santa Clara,Los Gatos-Saratoga Joint Union,Saratoga High,338,314,92.90,NA,631,667,643,1941,294,93.63,NA,NA
43,69583,0102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High,330,210,63.64,NA,511,519,502,1531,117,55.71,NA,NA
43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,278,105,37.77,NA,505,513,494,1512,52,49.52,NA,NA
43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Continuation),99,,.,NA,,,,,,,NA,NA
43,69609,4334116,Santa Clara,Mountain View-Los Altos Union,Los Altos High,387,279,72.09,NA,585,601,601,1786,217,77.78,NA,NA
43,69609,4334728,Santa Clara,Mountain View-Los Altos Union,Mountain View High,453,350,77.26,NA,591,610,594,1795,289,82.57,NA,NA
43,69609,4334736,Santa Clara,Mountain View-Los Altos Union,Alta Vista High,90,2,2.22,NA,,,,,,,NA,NA
43,69641,4332904,Santa Clara,Palo Alto Unified,Henry M. Gunn High,461,398,86.33,NA,632,673,641,1946,368,92.46,NA,NA
43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High,414,340,82.13,NA,628,661,633,1922,314,92.35,NA,NA
43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,3,,.,NA,,,,,,,NA,NA
43,69666,0106823,Santa Clara,San Jose Unified,Lincoln Plus High,32,,.,NA,,,,,,,NA,NA
43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High,235,76,32.34,NA,454,480,452,1385,25,32.89,NA,NA
43,69666,4330411,Santa Clara,San Jose Unified,Community Career Academy (Continuation),7,,.,NA,,,,,,,NA,NA
43,69666,4330429,Santa Clara,San Jose Unified,Gunderson Plus (Continuation),27,,.,NA,,,,,,,NA,NA
43,69666,4330445,Santa Clara,San Jose Unified,Willow Glen Plus (Continuation),24,,.,NA,,,,,,,NA,NA
43,69666,4330452,Santa Clara,San Jose Unified,Pioneer Plus (Continuation),32,,.,NA,,,,,,,NA,NA
43,69666,4330460,Santa Clara,San Jose Unified,Leland Plus (Continuation),23,,.,NA,,,,,,,NA,NA
43,69666,4330478,Santa Clara,San Jose Unified,San Jose High Academy Plus,29,,.,NA,,,,,,,NA,NA
43,69666,4330502,Santa Clara,San Jose Unified,Liberty High (Alternative),230,1,0.43,NA,,,,,,,NA,NA
43,69666,4330585,Santa Clara,San Jose Unified,Downtown College Preparatory,67,4,5.97,NA,,,,,,,NA,NA
43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,21,,.,NA,,,,,,,NA,NA
43,69666,4330734,Santa Clara,San Jose Unified,San Jose Community High,4,,.,NA,,,,,,,NA,NA
43,69666,4332110,Santa Clara,San Jose Unified,Broadway High,163,,.,NA,,,,,,,NA,NA
43,69666,4333522,Santa Clara,San Jose Unified,Leland High,421,348,82.66,NA,581,623,595,1799,293,84.20,NA,NA
43,69666,4333795,Santa Clara,San Jose Unified,Abraham Lincoln High,353,178,50.42,NA,498,494,492,1484,80,44.94,NA,NA
43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High,351,200,56.98,NA,530,546,534,1610,132,66.00,NA,NA
43,69666,4337200,Santa Clara,San Jose Unified,San José High,223,90,40.36,NA,452,465,456,1373,25,27.78,NA,NA
43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High,332,136,40.96,NA,497,507,514,1519,69,50.74,NA,NA
43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,441,206,46.71,NA,504,524,503,1530,111,53.88,NA,NA
43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative,155,3,1.94,NA,,,,,,,NA,NA
43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,94,,.,NA,,,,,,,NA,NA
43,69674,4338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High,442,252,57.01,NA,510,531,502,1543,137,54.37,NA,NA
43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills,119,,.,NA,,,,,,,NA,NA
43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High,662,383,57.85,NA,508,558,508,1574,228,59.53,NA,NA
44,10447,4430146,Santa Cruz,Santa Cruz County Office of Ed,Santa Cruz County Court,3,,.,NA,,,,,,,NA,NA
44,10447,4430252,Santa Cruz,Santa Cruz County Office of Ed,Pacific Collegiate Charter,55,55,100.00,NA,638,625,624,1887,53,96.36,NA,NA
44,10447,4430278,Santa Cruz,Santa Cruz County Office of Ed,Santa Cruz County Community,324,4,1.23,NA,,,,,,,NA,NA
44,10447,6069397,Santa Cruz,Santa Cruz County Office of Ed,Santa Cruz County Special Education,10,,.,NA,,,,,,,NA,NA
44,69765,0100305,Santa Cruz,Live Oak Elementary,Cypress Charter High,36,7,19.44,NA,,,,,,,NA,NA
44,69799,0105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High,267,97,36.33,NA,383,399,391,1174,5,5.15,NA,NA
44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,17,,.,NA,,,,,,,NA,NA
44,69799,4430229,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter,63,2,3.17,NA,,,,,,,NA,NA
44,69799,4430245,Santa Cruz,Pajaro Valley Unified,Academic/Vocational Charter Institute,18,,.,NA,,,,,,,NA,NA
44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High,291,129,44.33,NA,532,540,526,1598,86,66.67,NA,NA
44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,121,,.,NA,,,,,,,NA,NA
44,69799,4437901,Santa Cruz,Pajaro Valley Unified,Watsonville High,462,165,35.71,NA,435,453,434,1322,34,20.61,NA,NA
44,69807,0110007,Santa Cruz,San Lorenzo Valley Unified,Ocean Grove Charter,33,6,18.18,NA,,,,,,,NA,NA
44,69807,4430179,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,23,1,4.35,NA,,,,,,,NA,NA
44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,208,95,45.67,NA,555,549,551,1655,67,70.53,NA,NA
44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Independent Studies,41,,.,NA,,,,,,,NA,NA
44,69823,4430187,Santa Cruz,Santa Cruz City High,Delta Charter,58,1,1.72,NA,,,,,,,NA,NA
44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education,13,,.,NA,,,,,,,NA,NA
44,69823,4432340,Santa Cruz,Santa Cruz City High,Harbor High,216,68,31.48,NA,559,584,543,1686,54,79.41,NA,NA
44,69823,4436960,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,91,1,1.10,NA,,,,,,,NA,NA
44,69823,4437109,Santa Cruz,Santa Cruz City High,Santa Cruz High,286,154,53.85,NA,561,571,559,1691,120,77.92,NA,NA
44,69823,4437406,Santa Cruz,Santa Cruz City High,Soquel High,255,103,40.39,NA,542,546,538,1626,73,70.87,NA,NA
44,75432,4430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High,180,105,58.33,NA,557,563,562,1683,83,79.05,NA,NA
45,10454,0118992,Shasta,Shasta County Office of Educat,Magnolia Independent Learning Center,28,,.,NA,,,,,,,NA,NA
45,10454,0119008,Shasta,Shasta County Office of Educat,Shasta Independent Learning,8,,.,NA,,,,,,,NA,NA
45,10454,4530150,Shasta,Shasta County Office of Educat,Shasta County Juvenile Court,15,,.,NA,,,,,,,NA,NA
45,10454,4530317,Shasta,Shasta County Office of Educat,Oasis Community,22,,.,NA,,,,,,,NA,NA
45,69856,4530028,Shasta,Anderson Union High,West Valley High,217,60,27.65,NA,551,540,512,1603,41,68.33,NA,NA
45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alternative),52,,.,NA,,,,,,,NA,NA
45,69856,4530333,Shasta,Anderson Union High,Anderson New Technology High,32,10,31.25,NA,,,,,,,NA,NA
45,69856,4530762,Shasta,Anderson Union High,North Valley High,58,,.,NA,,,,,,,NA,NA
45,69856,4530804,Shasta,Anderson Union High,Anderson High,167,37,22.16,NA,486,486,486,1458,18,48.65,NA,NA
45,69989,4530010,Shasta,Fall River Joint Unified,Mountain View High (Continuation),8,,.,NA,,,,,,,NA,NA
45,69989,4530226,Shasta,Fall River Joint Unified,Soldier Mountain Continuation High,2,,.,NA,,,,,,,NA,NA
45,69989,4530242,Shasta,Fall River Joint Unified,Burney Community Day,1,,.,NA,,,,,,,NA,NA
45,69989,4531000,Shasta,Fall River Joint Unified,Burney Junior-Senior High,24,8,33.33,NA,,,,,,,NA,NA
45,69989,4533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,39,15,38.46,NA,473,507,497,1478,6,40.00,NA,NA
45,69989,6050314,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,1,,.,NA,,,,,,,NA,NA
45,70110,4530341,Shasta,Redding Elementary,Stellar Secondary Charter High,17,10,58.82,NA,,,,,,,NA,NA
45,70136,0106013,Shasta,Shasta Union High,University Preparatory,65,45,69.23,NA,587,574,571,1732,36,80.00,NA,NA
45,70136,0114132,Shasta,Shasta Union High,Shasta Plus,21,,.,NA,,,,,,,NA,NA
45,70136,0114231,Shasta,Shasta Union High,Foothill Plus,27,,.,NA,,,,,,,NA,NA
45,70136,0114249,Shasta,Shasta Union High,Enterprise Plus,28,,.,NA,,,,,,,NA,NA
45,70136,4530044,Shasta,Shasta Union High,Foothill High,315,97,30.79,NA,533,554,524,1611,67,69.07,NA,NA
45,70136,4530200,Shasta,Shasta Union High,Pioneer Continuation High,94,,.,NA,,,,,,,NA,NA
45,70136,4530218,Shasta,Shasta Union High,Freedom High,2,,.,NA,,,,,,,NA,NA
45,70136,4530267,Shasta,Shasta Union High,Shasta Secondary Home,63,8,12.70,NA,,,,,,,NA,NA
45,70136,4530309,Shasta,Shasta Union High,North State Independence High,114,1,0.88,NA,,,,,,,NA,NA
45,70136,4532750,Shasta,Shasta Union High,Enterprise High,307,72,23.45,NA,504,516,492,1512,36,50.00,NA,NA
45,70136,4537304,Shasta,Shasta Union High,Shasta High,349,115,32.95,NA,557,552,536,1644,79,68.70,NA,NA
45,75267,0120170,Shasta,Gateway Unified,Academy of Personalized Learning,38,5,13.16,NA,,,,,,,NA,NA
45,75267,4530077,Shasta,Gateway Unified,Mountain Lakes High,56,,.,NA,,,,,,,NA,NA
45,75267,4530101,Shasta,Gateway Unified,Shasta Lake Alternative,14,,.,NA,,,,,,,NA,NA
45,75267,4531901,Shasta,Gateway Unified,Central Valley High,184,44,23.91,NA,454,460,438,1352,12,27.27,NA,NA
46,10462,6077267,Sierra,Sierra County Office of Educat,Sierra County Special Education,2,,.,NA,,,,,,,NA,NA
46,70177,4632303,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,6,2,33.33,NA,,,,,,,NA,NA
46,70177,4634259,Sierra,Sierra-Plumas Joint Unified,Loyalton High,25,13,52.00,NA,473,509,464,1446,7,53.85,NA,NA
47,10470,0117168,Siskiyou,Siskiyou County Office of Educ,Golden Eagle Charter,16,1,6.25,NA,,,,,,,NA,NA
47,10470,4730032,Siskiyou,Siskiyou County Office of Educ,J. Everett Barr Court,2,,.,NA,,,,,,,NA,NA
47,10470,6069405,Siskiyou,Siskiyou County Office of Educ,Siskiyou County Special Education,6,,.,NA,,,,,,,NA,NA
47,70250,4730164,Siskiyou,Dunsmuir Joint Union High,Dunsmuir Joint Union High Community Day,1,,.,NA,,,,,,,NA,NA
47,70250,4732707,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,27,4,14.81,NA,,,,,,,NA,NA
47,70466,4730057,Siskiyou,Siskiyou Union High,Jefferson High (Continuation),13,,.,NA,,,,,,,NA,NA
47,70466,4734356,Siskiyou,Siskiyou Union High,Happy Camp High,12,7,58.33,NA,,,,,,,NA,NA
47,70466,4734901,Siskiyou,Siskiyou Union High,McCloud High,4,,.,NA,,,,,,,NA,NA
47,70466,4735403,Siskiyou,Siskiyou Union High,Mt. Shasta High,100,42,42.00,NA,571,565,554,1690,31,73.81,NA,NA
47,70466,4738753,Siskiyou,Siskiyou Union High,Weed High,40,18,45.00,NA,492,538,486,1515,10,55.56,NA,NA
47,70516,4730024,Siskiyou,Yreka Union High,Discovery High,12,,.,NA,,,,,,,NA,NA
47,70516,4730156,Siskiyou,Yreka Union High,Yreka Union High Community Day,1,,.,NA,,,,,,,NA,NA
47,70516,4739207,Siskiyou,Yreka Union High,Yreka High,152,51,33.55,NA,486,520,452,1459,26,50.98,NA,NA
47,73684,4731253,Siskiyou,Butte Valley Unified,Butte Valley High,29,7,24.14,NA,,,,,,,NA,NA
47,76455,4730107,Siskiyou,Scott Valley Unified,Scott River High,2,,.,NA,,,,,,,NA,NA
47,76455,4730206,Siskiyou,Scott Valley Unified,Scott Valley Community Day,1,,.,NA,,,,,,,NA,NA
47,76455,4733309,Siskiyou,Scott Valley Unified,Etna Union High,51,17,33.33,NA,469,474,462,1404,5,29.41,NA,NA
48,10488,4830071,Solano,Solano County Office of Educat,Solano Juvenile Detention Facility,24,,.,NA,,,,,,,NA,NA
48,10488,6069538,Solano,Solano County Office of Educat,Solano County Special Education,24,,.,NA,,,,,,,NA,NA
48,10488,6089668,Solano,Solano County Office of Educat,Solano County Community,24,,.,NA,,,,,,,NA,NA
48,70524,4830048,Solano,Benicia Unified,Liberty High,45,,.,NA,,,,,,,NA,NA
48,70524,4831004,Solano,Benicia Unified,Benicia High,386,205,53.11,NA,554,576,544,1674,149,72.68,NA,NA
48,70532,0102012,Solano,Dixon Unified,Dixon Community Day,3,,.,NA,,,,,,,NA,NA
48,70532,4830055,Solano,Dixon Unified,Maine Prairie High (Continuation),70,,.,NA,,,,,,,NA,NA
48,70532,4832259,Solano,Dixon Unified,Dixon High,271,130,47.97,NA,493,519,476,1487,64,49.23,NA,NA
48,70540,0112904,Solano,Fairfield-Suisun Unified,Mary Bird Secondary Community Day,2,,.,NA,,,,,,,NA,NA
48,70540,0122093,Solano,Fairfield-Suisun Unified,H. Glenn Richardson,2,,.,NA,,,,,,,NA,NA
48,70540,4830170,Solano,Fairfield-Suisun Unified,Angelo Rodriguez High,528,263,49.81,NA,476,483,469,1428,103,39.16,NA,NA
48,70540,4830451,Solano,Fairfield-Suisun Unified,Armijo High,554,193,34.84,NA,493,497,486,1476,79,40.93,NA,NA
48,70540,4833000,Solano,Fairfield-Suisun Unified,Fairfield High,420,95,22.62,NA,462,486,454,1401,35,36.84,NA,NA
48,70540,4836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,159,,.,NA,,,,,,,NA,NA
48,70565,4830022,Solano,Travis Unified,Travis Education Center,31,1,3.23,NA,,,,,,,NA,NA
48,70565,4830154,Solano,Travis Unified,Travis Community Day,2,,.,NA,,,,,,,NA,NA
48,70565,4830162,Solano,Travis Unified,Travis Independent Study,7,,.,NA,,,,,,,NA,NA
48,70565,4838801,Solano,Travis Unified,Vanden High,336,182,54.17,NA,504,507,493,1504,93,51.10,NA,NA
48,70573,0109744,Solano,Vacaville Unified,Vacaville Community Day Prep,1,,.,NA,,,,,,,NA,NA
48,70573,4830089,Solano,Vacaville Unified,Will C. Wood High,361,122,33.80,NA,502,543,503,1548,71,58.20,NA,NA
48,70573,4830113,Solano,Vacaville Unified,Elise P. Buckingham Charter Magnet High,102,55,53.92,NA,537,505,540,1582,35,63.64,NA,NA
48,70573,4833869,Solano,Vacaville Unified,Country High,22,,.,NA,,,,,,,NA,NA
48,70573,4837803,Solano,Vacaville Unified,Vacaville High,428,202,47.20,NA,505,516,495,1516,105,51.98,NA,NA
48,70581,0101980,Solano,Vallejo City Unified,Vallejo Education Academy,1,,.,NA,,,,,,,NA,NA
48,70581,4830147,Solano,Vallejo City Unified,Jesse M. Bethel High,311,87,27.97,NA,474,486,469,1428,34,39.08,NA,NA
48,70581,4830196,Solano,Vallejo City Unified,MIT Academy,55,36,65.45,NA,496,497,453,1445,12,33.33,NA,NA
48,70581,4833950,Solano,Vallejo City Unified,Hogan High,280,68,24.29,NA,429,444,420,1292,14,20.59,NA,NA
48,70581,4838058,Solano,Vallejo City Unified,Peoples High (Continuation),20,3,15.00,NA,,,,,,,NA,NA
48,70581,4838504,Solano,Vallejo City Unified,Vallejo High,240,89,37.08,NA,439,443,429,1310,26,29.21,NA,NA
48,70581,6069900,Solano,Vallejo City Unified,Everest,1,,.,NA,,,,,,,NA,NA
49,10496,4930079,Sonoma,Sonoma County Office of Educat,Sonoma County Court,53,,.,NA,,,,,,,NA,NA
49,10496,4930343,Sonoma,Sonoma County Office of Educat,Sonoma County Alternative Education Prog,65,,.,NA,,,,,,,NA,NA
49,10496,6069413,Sonoma,Sonoma County Office of Educat,Sonoma County Special Education,20,,.,NA,,,,,,,NA,NA
49,70607,0116293,Sonoma,West Sonoma County Union High,WSCUHSD Community Day,1,,.,NA,,,,,,,NA,NA
49,70607,4930327,Sonoma,West Sonoma County Union High,Laguna High,48,,.,NA,,,,,,,NA,NA
49,70607,4930400,Sonoma,West Sonoma County Union High,Analy High,298,151,50.67,NA,585,572,570,1727,119,78.81,NA,NA
49,70607,4931507,Sonoma,West Sonoma County Union High,El Molino High,230,63,27.39,NA,553,541,537,1632,42,66.67,NA,NA
49,70656,4930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation,18,,.,NA,,,,,,,NA,NA
49,70656,4930855,Sonoma,Cloverdale Unified,Cloverdale High,103,44,42.72,NA,455,480,461,1397,17,38.64,NA,NA
49,70706,4930053,Sonoma,Geyserville Unified,Buena Vista High,2,,.,NA,,,,,,,NA,NA
49,70706,4932109,Sonoma,Geyserville Unified,Geyserville Educational Park High,9,5,55.56,NA,,,,,,,NA,NA
